,rewire_id,lime_output_token,SHAP_value_token,lime_output_target,SHAP_value_target,True_count_tokens,True_count_target,SHAP_token_count,ratio_SHAP_token_detection,SHAP_token_FN,SHAP_token_FP,SHAP_token_TP,SHAP_token_precision,SHAP_token_recall,SHAP_token_f1,SHAP_target_count,ratio_SHAP_target_detection,SHAP_target_TP,SHAP_target_FP,SHAP_target_FN,SHAP_target_precision,SHAP_target_recall,SHAP_target_f1,lime_tokens_count,ratio_LIME_token_detection,lime_token_TP,lime_token_FP,lime_token_FN,lime_token_precision,lime_token_recall,lime_token_f1,lime_target_count,ratio_LIME_target_detection,lime_target_TP,lime_target_FP,lime_target_FN,lime_target_precision,lime_target_recall,lime_target_f1
316,sexism2022_english-15257,"[(""women"", 0.5348770002214877), (""dumb"", 0.16506229356124608), (""deserve"", 0.10175172653020065), (""destruction"", 0.09788010075240804), (""hopeless"", 0.060049826200639915), (""yeah"", 0.04675781455322231), (""really"", 0.044887292558807156), (""liberal"", 0.03820349855353349), (""would"", 0.028364752409838222), (""befall"", -0.04401567885948717)]","[""yeah "", ""liberal "", ""women "", ""almost "", ""deserve "", ""among "", ""muslims "", ""liberal "", ""women "", ""really""]","[(""liberal"", 0.023419153485562217), (""women"", 0.02051426241018872), (""dumb"", 0.020020494716514403), (""deserve"", 0.018116088547800894), (""destruction"", 0.015995277328693863), (""thrown"", 0.009090926924159411), (""hopeless"", 0.007351403901074133), (""among"", 0.007222249602971516), (""would"", 0.006634488391523516), (""muslims"", 0.00633932370220599)]","["" "", ""yeah"", "", "", ""liberal "", ""women "", ""are "", ""so "", ""dumb "", ""they "", ""almost "", ""deserve "", ""the "", ""destruction "", ""that "", ""would "", ""be"", ""fall "", ""them "", ""if "", ""they "", ""were "", ""thrown "", ""among "", ""mus"", ""lim"", ""s"", "". "", ""liberal "", ""women "", ""are "", ""about "", ""hopeless"", "", "", ""they "", ""really "", ""are"", ""."", """"]",12.0,2.0,2.0,0.16666666666666666,7.0,7.0,1.0,0.125,0.125,0.125,4.0,2.0,2.0,26.0,0.0,0.07142857142857142,1.0,0.13333333333333333,1.0,0.08333333333333333,1.0,9.0,7.0,0.1,0.125,0.11111111111111112,2.0,1.0,2.0,8.0,0.0,0.2,1.0,0.33333333333333337
318,sexism2022_english-6195,"[(""woman"", 0.12604691353119396), (""beat"", 0.12483646299026474), (""lol"", 0.04958615548193682), (""way"", 0.024171954811559402), (""right"", -0.04268481882624545)]","[""right ""]","[(""woman"", 0.04161140738064074), (""beat"", 0.03573708115433559), (""right"", 0.03143772672803114), (""lol"", 0.02364107884049224), (""way"", 0.018700083038437412)]","["""", ""how "", ""to "", ""beat "", ""a "", ""woman"", "", "", ""the "", ""right "", ""way "", ""... "", ""lol"", """"]",8.0,1.0,1.0,0.125,7.0,0.0,1.0,1.0,0.125,0.2222222222222222,1.0,1.0,1.0,10.0,0.0,0.09090909090909091,1.0,0.16666666666666669,3.0,0.375,3.0,2.0,4.0,0.6,0.42857142857142855,0.5,1.0,1.0,1.0,4.0,0.0,0.2,1.0,0.33333333333333337
322,sexism2022_english-19911,"[(""pussy"", 0.25768477965633063), (""gab"", 0.25672960765959013)]",[],"[(""gab"", 0.03707018145345828), (""pussy"", -0.02207660294841897)]","["""", ""g"", ""ab "", ""her "", ""by "", ""the "", ""pussy"", "". "", """", """"]",5.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.14285714285714285,1.0,0.25,2.0,0.4,2.0,0.0,3.0,1.0,0.4,0.5714285714285715,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
327,sexism2022_english-4903,"[(""looks"", 0.001628872934404502), (""end"", 0.0014991758371232665), (""back"", 0.0008149748492639515), (""donkey"", 0.0003591535628373762), (""actually"", -0.0005580556806205657)]","[""looks "", ""back "", ""donkey""]","[(""donkey"", 0.03348405987817906), (""actually"", 0.029923710934963352), (""end"", 0.013643931841375322), (""back"", 0.013318291269853245), (""looks"", 0.0005713248876271533)]","["""", ""actually "", ""she "", ""looks "", ""more "", ""the "", ""back "", ""end "", ""of "", ""a "", ""donkey"", ""."", """"]",9.0,1.0,3.0,0.3333333333333333,6.0,0.0,3.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,10.0,0.0,0.09090909090909091,1.0,0.16666666666666669,4.0,0.4444444444444444,4.0,1.0,5.0,0.8,0.4444444444444444,0.5714285714285714,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0
342,sexism2022_english-11782,"[(""society"", 0.10539791947045198), (""forget"", 0.0961429937091543), (""queens"", 0.07726185215386297), (""women"", 0.05663567447445402), (""fat"", 0.05182775078023576), (""need"", 0.04032259065792521), (""weight"", 0.028162443076172074), (""lose"", 0.016255701780630218), (""telling"", -0.030980048124466173), (""sized"", -0.09631699300156407)]","[""plus "", ""sized "", ""queens ""]","[(""queens"", 0.019225911770994364), (""women"", 0.017912704364316922), (""fat"", 0.015155062700314543), (""instead"", 0.015094609230868116), (""lose"", 0.012479782472898387), (""tells"", 0.010986393479104588), (""society"", 0.010771845489859109), (""weight"", 0.01061789108368338), (""telling"", 0.008385157775445825), (""need"", 0.007214631598939093)]","["""", ""don"", ""’"", ""’"", ""t "", ""forget "", ""society "", ""tells "", ""these "", ""women "", ""they "", ""are "", ""plus "", ""sized "", ""queens "", ""instead "", ""of "", ""telling "", ""them "", ""they "", ""are "", ""fat "", ""and "", ""need "", ""to "", ""lose "", ""weight"", ""."", """"]",21.0,1.0,3.0,0.14285714285714285,16.0,0.0,3.0,1.0,0.15789473684210525,0.2727272727272727,1.0,1.0,1.0,23.0,0.0,0.041666666666666664,1.0,0.07999999999999999,7.0,0.3333333333333333,7.0,3.0,10.0,0.7,0.4117647058823529,0.5185185185185185,1.0,1.0,1.0,9.0,0.0,0.1,1.0,0.18181818181818182
343,sexism2022_english-12724,"[(""dick"", 0.01818185514627173), (""mom"", 0.014327878300018138), (""get"", 0.0035149047329932808)]","[""mom "", ""get ""]","[(""mom"", 0.013027495535430093), (""get"", 0.004433802412369659), (""dick"", -0.0010655112139278634)]","["""", ""how"", ""’"", ""’"", ""d "", ""your "", ""mom "", ""get "", ""a "", ""dick"", ""?"", """"]",6.0,2.0,2.0,0.3333333333333333,4.0,0.0,2.0,1.0,0.3333333333333333,0.5,2.0,1.0,2.0,7.0,0.0,0.2222222222222222,1.0,0.3636363636363636,3.0,0.5,3.0,0.0,3.0,1.0,0.5,0.6666666666666666,1.0,0.5,1.0,2.0,1.0,0.3333333333333333,0.5,0.4
361,sexism2022_english-4886,"[(""vagina"", 0.6722369747007289), (""wife"", 0.3707478724721097), (""occasionally"", 0.044200340778378956), (""reset"", 0.03765549171679132), (""factory"", 0.008730318112676059), (""knowing"", -0.00215209828958158), (""original"", -0.011947136130955403), (""settings"", -0.03823833316159308), (""mode"", -0.042095001903085454), (""without"", -0.0428668228154809)]","[""without "", ""reset "", ""original "", ""settings "", ""mode""]","[(""wife"", 0.02595927371124101), (""vagina"", 0.018370530609449997), (""knowing"", 0.013510995170995299), (""factory"", 0.009956301044478229), (""without"", 0.007771128879589814), (""reset"", 0.006014844451363122), (""settings"", 0.003237190025544198), (""original"", 0.002277318402985942), (""occasionally"", -0.00333987448887892), (""mode"", -0.008641668833744977)]","["""", ""occ"", ""asionally"", "", "", ""without "", ""me "", ""knowing "", ""it"", "", "", ""my "", ""wife"", ""s "", ""vagina "", ""will "", ""reset "", ""itself "", ""from "", ""the "", ""original "", ""factory "", ""settings "", ""to "", ""chall"", ""enge "", ""mode"", ""."", """"]",6.0,2.0,1.0,0.16666666666666666,5.0,4.0,1.0,0.2,0.16666666666666666,0.1818181818181818,2.0,1.0,2.0,22.0,0.0,0.08333333333333333,1.0,0.15384615384615385,2.0,0.3333333333333333,2.0,8.0,4.0,0.2,0.3333333333333333,0.25,1.0,0.5,1.0,9.0,1.0,0.1,0.5,0.16666666666666669
362,sexism2022_english-14409,"[(""womanly"", 0.2772500712636182), (""beat"", 0.16270030129181404), (""could"", 0.12693349381300414), (""men"", 0.12003935566647254), (""brawl"", 0.11642174656116859), (""whatever"", 0.10412113092561276), (""bar"", 0.08792841200839478), (""lady"", 0.07881680855750266), (""least"", 0.07881638547297792), (""miss"", -0.05824626288199338)]","[""first "", ""lady "", ""beat "", ""michael "", ""michelle "", ""whatever "", ""hi "", ""name "", ""womanly "", ""one""]","[(""lady"", 0.025467294390243953), (""men"", 0.01923589706623526), (""womanly"", 0.0189628975610949), (""brawl"", 0.011396827018086994), (""could"", 0.011318344978878792), (""beat"", 0.011206270500953288), (""michelle"", 0.007581594259628223), (""michael"", 0.00721245865709664), (""mean"", 0.005687261472419443), (""name"", 0.005628002600645364)]","["""", ""but "", ""don"", ""t "", ""you "", ""miss "", ""having "", ""a "", ""first "", ""lady "", ""that "", ""could "", ""beat "", ""most "", ""men "", ""in "", ""a "", ""bar "", ""brawl"", ""..."", ""or "", ""at "", ""least "", ""b"", ""."", ""o"", ""..."", ""m"", ""ichael"", ""..."", ""i "", ""mean "", ""mic"", ""helle"", ""..."", ""or "", ""whatever "", ""hi"", "".."", ""her "", ""name "", ""was"", ""..."", ""was "", ""so "", ""ma"", ""..."", ""woman"", ""ly"", ""... "", ""that"", ""s "", ""the "", ""one"", """"]",19.0,1.0,3.0,0.15789473684210525,15.0,7.0,3.0,0.3,0.16666666666666666,0.21428571428571427,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,3.0,0.15789473684210525,3.0,7.0,15.0,0.3,0.16666666666666666,0.21428571428571427,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
367,sexism2022_english-6448,"[(""feminist"", 0.1614738623346879), (""shit"", 0.12436381257380276), (""brain"", 0.0858763522706303), (""rotted"", 0.07399976705271134), (""retarded"", 0.07111351703739968), (""college"", 0.042807698056839025), (""graduated"", 0.03985375876755032), (""crush"", -0.08065645012798235)]","[""brain "", ""graduated "", ""college""]","[(""feminist"", 0.0499013508031959), (""retarded"", 0.03666446612277062), (""brain"", 0.03008749071480333), (""rotted"", 0.018885709674510743), (""shit"", 0.017566708666768262), (""college"", 0.014554157698243631), (""graduated"", 0.004868993302229917), (""crush"", 0.0029531112491600784)]","["""", ""she "", ""was "", ""my "", ""crush "", ""until "", ""the "", ""retarded "", ""feminist "", ""shit "", ""ro"", ""tted "", ""her "", ""brain "", ""("", ""she "", ""graduated "", ""college "", ""with "", ""a "", ""4"", ""."", ""0"", "")."", """"]",7.0,1.0,1.0,0.14285714285714285,6.0,2.0,1.0,0.3333333333333333,0.14285714285714285,0.2,1.0,1.0,1.0,21.0,0.0,0.045454545454545456,1.0,0.08695652173913045,5.0,0.7142857142857143,5.0,3.0,2.0,0.625,0.7142857142857143,0.6666666666666666,1.0,1.0,1.0,7.0,0.0,0.125,1.0,0.2222222222222222
373,sexism2022_english-8650,"[(""dyke"", 0.3055615217554662), (""unwatchable"", 0.12494080851868193), (""ugly"", 0.08400138553923177), (""plenty"", 0.01939490197387655), (""enough"", 0.018817192998652713), (""find"", 0.017359839865798435), (""jew"", -0.012936987524173332), (""reason"", -0.059216671796547174), (""lol"", -0.0736925939822306), (""annoying"", -0.23271234454121228)]","[""jew "", ""plenty "", ""enough "", ""reason "", ""find ""]","[(""annoying"", 0.025747811345529885), (""ugly"", 0.023304203520665083), (""dyke"", 0.01754478562708518), (""reason"", 0.01474060794467735), (""enough"", 0.012961658948912097), (""lol"", 0.011322607639927793), (""plenty"", 0.011211946072038827), (""jew"", 0.010805347839442533), (""unwatchable"", 0.006184463900295897), (""find"", 0.0028704625897820603)]","["""", ""lol "", ""being "", ""an "", ""ugly "", ""dy"", ""ke "", ""and "", ""an "", ""annoying "", ""jew "", ""are "", ""plenty "", ""enough "", ""reason "", ""to "", ""find "", ""her "", ""unw"", ""atch"", ""able"", ""."", """"]",16.0,4.0,5.0,0.3125,10.0,0.0,5.0,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,6.0,0.375,6.0,4.0,6.0,0.6,0.5,0.5454545454545454,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0
385,sexism2022_english-1397,"[(""women"", 0.8015416168736429), (""destroy"", 0.08336866885812869), (""men"", 0.06947913233941447), (""die"", 0.05863597787785547), (""fight"", 0.04213328051349171), (""wake"", 0.028366017703786935), (""truly"", 0.027191972715367933), (""cause"", 0.026527283931054746), (""let"", 0.02295255249870978), (""hope"", 0.022823601151226842)]","[""destroy "", ""nations "", ""hope "", ""enough "", ""wake "", ""let "", ""women "", ""fight "", ""die "", ""conflict "", ""women "", ""cause""]","[(""women"", 0.036881640251440244), (""men"", 0.023060554793328854), (""destroy"", 0.022766625031064806), (""let"", 0.013769229421579808), (""hope"", 0.013542253660693726), (""fight"", 0.00984678728395963), (""truly"", 0.009719227851711483), (""nations"", 0.009594056177419675), (""die"", 0.008599158523096713), (""cause"", 0.008000999089505346)]","["""", ""women "", ""truly "", ""do "", ""destroy "", ""nations"", "". "", ""i "", ""hope "", ""enough "", ""men "", ""wake "", ""up "", ""this "", ""time "", ""around "", ""and "", ""let "", ""the "", ""women "", ""fight "", ""and "", ""die "", ""in "", ""conflict "", ""women "", ""themselves "", ""cause"", ""."", """"]",5.0,1.0,1.0,0.2,4.0,10.0,1.0,0.09090909090909091,0.2,0.12500000000000003,3.0,3.0,1.0,23.0,0.0,0.041666666666666664,1.0,0.07999999999999999,2.0,0.4,2.0,8.0,3.0,0.2,0.4,0.26666666666666666,1.0,1.0,1.0,9.0,0.0,0.1,1.0,0.18181818181818182
386,sexism2022_english-6303,"[(""femoid"", 0.24108086579366395), (""women"", 0.12536091659462187), (""society"", 0.0908847808873983), (""choices"", 0.07860631512988228), (""caused"", 0.051968134880886585), (""family"", 0.015819721234456335), (""problems"", 0.005833758023870991), (""countries"", -0.05095805734324397), (""decides"", -0.05661373254281268), (""muslim"", -0.11413407244756436)]","[""society "", ""women "", ""choices "", ""muslim "", ""countries "", ""family "", ""decides "", ""femoid""]","[(""women"", 0.02807770708588181), (""decides"", 0.014238399284072134), (""family"", 0.012871641745942797), (""caused"", 0.012544917034704303), (""muslim"", 0.010191626462951605), (""problems"", 0.00976736715665616), (""choices"", 0.008414347286661164), (""society"", 0.006738226497285782), (""femoid"", 0.006702456837521114), (""countries"", 0.0013753030860392298)]","["""", ""all "", ""of "", ""society"", ""s "", ""problems "", ""are "", ""caused "", ""by "", ""women"", ""s "", ""choices"", "". "", ""this "", ""is "", ""why "", ""in "", ""mus"", ""lim "", ""countries "", ""it"", ""s "", ""the "", ""family "", ""that "", ""decides "", ""for "", ""the "", ""fem"", ""oid"", ""."", """"]",9.0,1.0,1.0,0.1111111111111111,8.0,7.0,1.0,0.125,0.1111111111111111,0.11764705882352941,1.0,1.0,1.0,25.0,0.0,0.038461538461538464,1.0,0.07407407407407407,3.0,0.3333333333333333,3.0,7.0,6.0,0.3,0.3333333333333333,0.3157894736842105,1.0,1.0,1.0,9.0,0.0,0.1,1.0,0.18181818181818182
400,sexism2022_english-18919,"[(""woman"", 0.11241038135254407), (""would"", 0.09663865662133268), (""provided"", 0.08618603239925991), (""man"", 0.0775964116297799), (""bang"", 0.06962400777819684), (""greg"", -0.0007913432542829242), (""point"", -0.14008689904973107)]","[""provided "", ""man "", ""point""]","[(""woman"", 0.04156229114309054), (""man"", 0.02287618734263309), (""bang"", 0.01859393106401219), (""would"", 0.015868561893703607), (""provided"", 0.01054565280563696), (""greg"", 0.0068772605924682035), (""point"", -0.008259109831054982)]","["""", ""i "", ""would "", ""bang "", ""g"", ""reg"", ""s "", ""woman "", ""provided "", ""it "", ""wasn"", ""t "", ""a "", ""man "", ""at "", ""some "", ""point"", ""."", """"]",5.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,0.058823529411764705,1.0,0.1111111111111111,3.0,0.6,3.0,4.0,2.0,0.42857142857142855,0.6,0.5,1.0,1.0,1.0,6.0,0.0,0.14285714285714285,1.0,0.25
406,sexism2022_english-3334,"[(""bitch"", 0.8294360176584137), (""ass"", 0.0824440176825079), (""liberal"", 0.019379081224865757), (""wo"", 0.0067669232034222124), (""miss"", 0.0008005425751572799), (""wrinkly"", -0.015116026819235117), (""bye"", -0.12684830433396285)]","[""liberal "", ""bye ""]","[(""bitch"", 0.034956218540457044), (""liberal"", 0.025234894271220405), (""ass"", 0.019199215799996727), (""miss"", 0.01737829889793774), (""wrinkly"", 0.014262862587398322), (""bye"", 0.008617269827693457), (""wo"", -0.007866253227081432)]","["""", ""won"", ""t "", ""miss "", ""her "", ""liberal "", ""wrink"", ""ly "", ""ass"", ""! "", ""bye "", ""bitch"", """"]",8.0,1.0,1.0,0.125,7.0,1.0,1.0,0.5,0.125,0.2,1.0,1.0,1.0,10.0,0.0,0.09090909090909091,1.0,0.16666666666666669,2.0,0.25,2.0,5.0,5.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,6.0,0.0,0.14285714285714285,1.0,0.25
408,sexism2022_english-5213,"[(""women"", 0.4209200881391254), (""must"", 0.23619103882772463), (""little"", 0.17422796635676685), (""stolen"", 0.10016205978422218), (""men"", 0.08742651510463062), (""projecting"", 0.05800383390245299), (""creativity"", 0.05176568757080259), (""general"", 0.022198508759471398), (""line"", -0.03888540287962633), (""forums"", -0.0829640216645112)]","[""projecting "", ""women "", ""must "", ""line "", ""forums "", ""general "", ""creativity""]","[(""women"", 0.025548304401434876), (""creativity"", 0.020996016803949035), (""little"", 0.017092439628188245), (""men"", 0.01690094508798433), (""must"", 0.01235206342631301), (""stolen"", 0.00752702043463472), (""projecting"", 0.007338697070227485), (""general"", 0.0028795366473292647), (""forums"", -0.004097231522297815), (""line"", -0.005724836400178096)]","["""", ""she "", ""is "", ""just "", ""projecting "", ""what "", ""women "", ""do"", "". "", ""she "", ""must "", ""have "", ""stolen "", ""that "", ""line "", ""from "", ""men"", ""’"", ""’"", ""s "", ""forums"", "", "", ""as "", ""women "", ""in "", ""general "", ""have "", ""little "", ""or "", ""no "", ""creativity"", ""."", """"]",9.0,1.0,3.0,0.3333333333333333,6.0,4.0,3.0,0.42857142857142855,0.3333333333333333,0.375,2.0,2.0,1.0,25.0,0.0,0.038461538461538464,1.0,0.07407407407407407,4.0,0.4444444444444444,4.0,6.0,5.0,0.4,0.4444444444444444,0.4210526315789474,1.0,1.0,1.0,9.0,0.0,0.1,1.0,0.18181818181818182
411,sexism2022_english-12467,"[(""loser"", 0.0016399208325846887), (""shut"", 0.0014105008623275471), (""hole"", 0.001232557846804488), (""pie"", 0.0006873161633915816), (""history"", 0.0005283091320398688), (""point"", 0.00041830712277196244), (""tragedy"", -0.0005058964155565028), (""ago"", -0.0009833911003379993), (""8h8"", -0.0017245670154655837), (""infamous"", -0.0020102975977454177)]","[""8h8 "", ""hours "", ""ago "", ""history "", ""pie "", ""point "", ""becoming "", ""authentic ""]","[(""loser"", 0.025254906609371), (""becoming"", 0.018913652894886303), (""infamous"", 0.0177972383467487), (""authentic"", 0.01683342708715959), (""shut"", 0.012313878767547602), (""tragedy"", 0.011690723870716693), (""ago"", 0.011611860797271814), (""hours"", 0.01015049568206457), (""pie"", 0.010144893285501631), (""hole"", 0.009627426702558813)]","["" "", ""· "", ""8"", ""h"", ""8 "", ""hours "", ""ago "", ""shouldn"", ""’"", ""’"", ""t "", ""the "", ""most "", ""infamous "", ""loser "", ""in "", ""history "", ""shut "", ""her "", ""pie "", ""hole "", ""at "", ""this "", ""point"", ""? "", ""it"", ""’"", ""’"", ""s "", ""becoming "", ""an "", ""authentic "", ""tragedy"", "". "", "" "", """", """"]",4.0,1.0,1.0,0.25,3.0,7.0,1.0,0.125,0.25,0.16666666666666666,1.0,1.0,1.0,28.0,0.0,0.034482758620689655,1.0,0.06666666666666667,3.0,0.75,3.0,7.0,1.0,0.3,0.75,0.4285714285714285,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0
420,sexism2022_english-19401,"[(""woman"", 0.6073721457828483), (""wives"", 0.10328043646903624), (""spiteful"", 0.10035805888993515), (""petty"", 0.09033235667929687), (""exhausting"", 0.061841498634019165), (""hate"", 0.05498298200678171), (""worth"", 0.05474780971871721), (""minded"", 0.051307712694517255), (""filled"", 0.0505046604613769), (""men"", -0.08318898778736329)]","[""known "", ""2 "", ""3 "", ""men "", ""micro "", ""worth "", ""tiny "", ""minded "", ""filled "", ""mind""]","[(""spiteful"", 0.03881399872716634), (""woman"", 0.019807401423798096), (""hate"", 0.017003665422760873), (""petty"", 0.015917124657122222), (""men"", 0.015465157938111608), (""filled"", 0.015171344201475352), (""minded"", 0.011608571455571128), (""tiny"", 0.01104712578016709), (""wives"", 0.006211984706938205), (""worth"", -0.003640144079818578)]","["""", ""i"", ""ve "", ""only "", ""known "", ""2 "", ""or "", ""3 "", ""men "", ""in "", ""my "", ""entire "", ""life "", ""that "", ""micro "", ""managed "", ""their "", ""wives"", "", "", ""girlfriends"", "". "", ""it"", ""s "", ""exhausting "", ""and "", ""not "", ""worth "", ""it "", ""and "", ""most "", ""men "", ""are "", ""not "", ""that "", ""tiny"", "", "", ""tiny "", ""minded"", "", "", ""spite"", ""ful"", "", "", ""hate "", ""filled "", ""and "", ""petty "", ""like "", ""a "", ""woman"", ""s "", ""mind "", ""is"", ""."", """"]",17.0,1.0,5.0,0.29411764705882354,11.0,5.0,5.0,0.5,0.3125,0.38461538461538464,1.0,1.0,1.0,39.0,0.0,0.025,1.0,0.04878048780487806,5.0,0.29411764705882354,5.0,5.0,10.0,0.5,0.3333333333333333,0.4,1.0,1.0,1.0,9.0,0.0,0.1,1.0,0.18181818181818182
423,sexism2022_english-18610,"[(""women"", 0.33331795964552746), (""problem"", 0.2232379921430923), (""slave"", 0.1822797460933088), (""wage"", 0.11214681639648753), (""replace"", 0.05412681787390889), (""performing"", 0.02617033810347628), (""enough"", -0.02090706072249095)]","[""replace""]","[(""slave"", 0.044650770488730965), (""wage"", 0.02063472613308047), (""performing"", 0.01392025826932001), (""women"", 0.011303683177063475), (""problem"", 0.006934122597443986), (""replace"", 0.0029193903869594883), (""enough"", 0.0010741648453961067)]","["""", ""women "", ""have "", ""no "", ""problem "", ""to "", ""have "", ""their "", ""wage "", ""slave"", "", "", ""if "", ""he "", ""is "", ""not "", ""performing "", ""enough "", ""she "", ""can "", ""just "", ""replace "", ""him"", """"]",20.0,1.0,1.0,0.05,18.0,0.0,1.0,1.0,0.05263157894736842,0.1,1.0,1.0,1.0,19.0,0.0,0.05,1.0,0.09523809523809523,4.0,0.2,4.0,3.0,14.0,0.5714285714285714,0.2222222222222222,0.32,1.0,1.0,1.0,6.0,0.0,0.14285714285714285,1.0,0.25
440,sexism2022_english-9283,"[(""women"", 0.4751461257483879), (""weak"", 0.18621515781183007), (""dumb"", 0.1809570382837564), (""military"", 0.08581672262633158), (""standards"", 0.06934638947475388), (""us"", 0.034036048564150975), (""lowering"", 0.017433552872206135), (""fit"", -0.029281233584255956), (""mention"", -0.0611240912981652), (""fitness"", -0.09281781465080619)]","[""mention "", ""women "", ""stem "", ""like "", ""us "", ""military "", ""fitness "", ""standards "", ""fit "", ""women""]","[(""women"", 0.06827065780232706), (""dumb"", 0.0223245585157085), (""like"", 0.021966795489427603), (""weak"", 0.013741341984262613), (""us"", 0.01330716318705962), (""military"", 0.011337000776525026), (""standards"", 0.010882283152033476), (""understand"", 0.01082320802319233), (""lowering"", 0.007172975381956808), (""stem"", 0.006206472787503317)]","["""", ""not "", ""to "", ""mention "", ""women "", ""are "", ""too "", ""dumb "", ""to "", ""understand "", ""stem"", "". "", ""like "", ""women "", ""are "", ""too "", ""weak "", ""to "", ""be "", ""in "", ""the "", ""us "", ""military"", "", "", ""but "", ""they"", ""re "", ""lowering "", ""fitness "", ""standards "", ""to "", ""fit "", ""women "", ""in"", ""."", """"]",26.0,1.0,7.0,0.2692307692307692,15.0,3.0,6.0,0.6666666666666666,0.2857142857142857,0.4,3.0,3.0,1.0,24.0,0.0,0.04,1.0,0.07692307692307693,7.0,0.2692307692307692,7.0,3.0,12.0,0.7,0.3684210526315789,0.48275862068965514,1.0,1.0,1.0,9.0,0.0,0.1,1.0,0.18181818181818182
444,sexism2022_english-7938,"[(""bitchcraft"", 0.9380820565247877), (""woman"", 0.019110727993004985), (""empty"", 0.010604764004076306), (""daily"", 0.010330075461237785), (""head"", 0.009411933615450105), (""emotional"", 0.0003507473900588301), (""view"", -0.0013294784930284963), (""lesson"", -0.0021855899170667875)]","["""", ""daily "", ""craft "", """"]","[(""bitchcraft"", 0.042884245790795326), (""woman"", 0.02898021467554922), (""empty"", 0.018093802465062658), (""emotional"", 0.017584893822598376), (""head"", 0.012849754132997732), (""lesson"", 0.00761336576380172), (""daily"", 0.006190936094203774), (""view"", -0.0012309298861214798)]","["""", ""daily "", ""bitch"", ""craft "", """"]",7.0,1.0,1.0,0.14285714285714285,6.0,1.0,1.0,0.5,0.14285714285714285,0.22222222222222224,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.7142857142857143,5.0,3.0,1.0,0.625,0.8333333333333334,0.7142857142857143,1.0,1.0,1.0,7.0,0.0,0.125,1.0,0.2222222222222222
464,sexism2022_english-457,"[(""feemales"", 0.35636801555372993), (""twisted"", 0.26382881976626166), (""knowing"", 0.20987872174683464), (""probably"", 0.06713628400597546), (""testing"", 0.05253561282159432), (""sh"", 0.04617342160619983), (""nature"", -0.054379051187094435)]","[""nature "", ""sh "", ""testing""]","[(""twisted"", 0.035226958706714426), (""feemales"", 0.028846304967557083), (""knowing"", 0.024460458491113043), (""nature"", 0.014541219209863933), (""probably"", 0.012432837209952861), (""sh"", 0.00751108663759236), (""testing"", 0.0020479589324755134)]","["""", ""know"", ""ing "", ""the "", ""twisted "", ""nature "", ""of "", ""fe"", ""em"", ""ales"", "", "", ""she "", ""was "", ""probably "", ""sh"", ""*"", ""t "", ""testing "", ""him"", ""."", """"]",5.0,1.0,1.0,0.2,4.0,2.0,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,1.0,18.0,0.0,0.05263157894736842,1.0,0.1,2.0,0.4,2.0,5.0,2.0,0.2857142857142857,0.5,0.36363636363636365,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0
